Part Number	Product Description	Product Size	Packaging UOM	Price	List Price	List vs. Price % Change	12 Month Quantity Ordered	Average Price per Quantity	Total Estimated Impact	Product visible	Reason not visible	Included In Product Views	Manufacturer Name	Manufacturer Part Number	Category	Category UNSPSC	Commodity Code	UNSPSC
"H5303"	"H5303 HEPES, Molecular Biology Grade (free acid), 500g"	"500g"	"EA"	"259.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"H5303"	"Biological Buffers"	"12-16-17-00"	"00278"	"41116134"
"H5433"	"H5433 Glycerol, Molecular Biology Grade, 1,000ml"	"1,000ml"	"EA"	"46.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"H5433"	"Biochemical Reagents"	"12-35-22-00"	"00025"	"41116134"
"P1195"	"P1195 Nuclease-Free Water, 150ml"	"150ml"	"EA"	"45.50"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"P1195"	"Biochemical Reagents"	"12-35-22-00"	"00025"	"41116134"
"V6231"	"V6231 TE Buffer, 1X, Molecular Biology Grade, 100ml"	"100ml"	"EA"	"27.00"	""	""	"1"	"27.00"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V6231"	"Biological Buffers"	"12-16-17-00"	"00278"	"41116134"
"V6232"	"V6232 TE Buffer, 1X, Molecular Biology Grade, 500ml"	"500ml"	"EA"	"99.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V6232"	"Biological Buffers"	"12-16-17-00"	"00278"	"41116134"
"V3143"	"V3143 Bisacrylamide, Molecular Grade, 125g"	"125g"	"EA"	"81.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V3143"	"Acrylamide"	"41-10-53-19"	"00025"	"41105319"
"V4233"	"V4233 EDTA, 0.5M (pH 8.0), Molecular Biology Grade, 400ml"	"400ml"	"EA"	"46.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V4233"	"Biological Buffers"	"12-16-17-00"	"00278"	"41116134"
"V6551"	"V6551 SDS Solution, Molecular Biology Grade (10% w/v), 100ml"	"100ml"	"EA"	"33.30"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V6551"	"Biochemical Reagents"	"12-35-22-00"	"00025"	"41105326"
"V6553"	"V6553 SDS Solution, Molecular Biology Grade (10% w/v), 500ml"	"500ml"	"EA"	"148.50"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V6553"	"Biochemical Reagents"	"12-35-22-00"	"00025"	"41105326"
"V8091"	"V8091 Antibiotic G-418 Sulfate Solution, 20ml"	"20ml"	"EA"	"118.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V8091"	"Primary Antibodies"	"12-35-22-03"	"00278"	"41106502"
"V8161"	"V8161 SignaTECT Calcium/Calmodulin-Dependent Protein Kinase (CaM KII) Assay System, 96 reactions"	"96 reactions"	"EA"	"342.76"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V8161"	"Protein Kinase Assays"	"41-11-61-33"	"00111"	"41116133"
"V8251"	"V8251 Plate Clamp 96, 1 each"	"1 each"	"EA"	"245.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V8251"	"Automated Nucleic Acid Purification System Accessories"	"41-10-55-00"	"00111"	"41121501"
"V8261"	"V8261 Plate Stand, 1 each"	"1 each"	"EA"	"138.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V8261"	"Automated Nucleic Acid Purification System Accessories"	"41-10-55-00"	"00111"	"41105505"
"V8351"	"V8351 MagnaBot II Magnetic Separation Device, 1 each"	"1 each"	"EA"	"514.50"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V8351"	"Protein Purification Kits"	"41-10-65-10"	"00111"	"41121501"
"V8381"	"V8381 MagnaBot Spacer 3/16 inch, 1 each"	"1 each"	"EA"	"8.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V8381"	"Automated Nucleic Acid Purification System Accessories"	"41-10-55-00"	"00111"	"41121501"
"V8491"	"V8491 Broad Range Protein Molecular Weight Markers, 100 lanes"	"100 lanes"	"EA"	"94.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V8491"	"Protein Molecular Weight Markers"	"41-10-53-37"	"00025"	"41105337"
"A9281"	"A9281 Wizard SV Gel and PCR Clean-Up System, 50 preps"	"50 preps"	"EA"	"65.80"	""	""	"3"	"65.80"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A9281"	"Nucleic Acid Purification Kits"	"41-10-55-00"	"00111"	"41106303"
"A9282"	"A9282 Wizard SV Gel and PCR Clean-Up System, 250 preps"	"250 preps"	"EA"	"302.40"	""	""	"5"	"300.58"	"9.10"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A9282"	"Nucleic Acid Purification Kits"	"41-10-55-00"	"00111"	"41106303"
"A9340"	"A9340 Wizard SV 96 PCR Clean-Up System, 1 x 96 preps"	"1 x 96 preps"	"EA"	"106.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A9340"	"Nucleic Acid Purification Kits"	"41-10-55-00"	"00111"	"41106303"
"A9341"	"A9341 Wizard SV 96 PCR Clean-Up System, 4 x 96 preps"	"4 x 96 preps"	"EA"	"383.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A9341"	"Nucleic Acid Purification Kits"	"41-10-55-00"	"00111"	"41106303"
"A9342"	"A9342 Wizard SV 96 PCR Clean-Up System, 8 x 96 preps"	"8 x 96 preps"	"EA"	"694.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A9342"	"Nucleic Acid Purification Kits"	"41-10-55-00"	"00111"	"41106303"
"DC6551"	"DC6551 PowerPlex 16 Monoplex System D3S1358 (Fluorescein), 100 reactions"	"100 reactions"	"EA"	"369.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6551"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC6561"	"DC6561 PowerPlex 16 Monoplex System TH01 (Fluorescein), 100 reactions"	"100 reactions"	"EA"	"369.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6561"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC6571"	"DC6571 PowerPlex 16 Monoplex System D21S11 (Fluorescein), 100 reactions"	"100 reactions"	"EA"	"369.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6571"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC6581"	"DC6581 PowerPlex 16 Monoplex System D18S51 (Fluorescein), 100 reactions"	"100 reactions"	"EA"	"369.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6581"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC6601"	"DC6601 PowerPlex 16 Monoplex System D5S818 (JOE), 100 reactions"	"100 reactions"	"EA"	"369.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6601"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC6611"	"DC6611 PowerPlex 16 Monoplex System D13S317 (JOE), 100 reactions"	"100 reactions"	"EA"	"369.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6611"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC6631"	"DC6631 PowerPlex 16 Monoplex System D16S539 (JOE), 100 reactions"	"100 reactions"	"EA"	"369.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6631"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC6641"	"DC6641 PowerPlex 16 Monoplex System CSF1PO (JOE), 100 reactions"	"100 reactions"	"EA"	"369.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6641"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC6661"	"DC6661 PowerPlex 16 Monoplex System vWA (TMR), 100 reactions"	"100 reactions"	"EA"	"369.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6661"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC6671"	"DC6671 PowerPlex 16 Monoplex System D8S1179 (TMR), 100 reactions"	"100 reactions"	"EA"	"369.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6671"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC6681"	"DC6681 PowerPlex 16 Monoplex System TPOX (TMR), 100 reactions"	"100 reactions"	"EA"	"369.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6681"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC6691"	"DC6691 PowerPlex 16 Monoplex System FGA (TMR), 100 reactions"	"100 reactions"	"EA"	"369.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6691"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC6701"	"DC6701 DNA IQ System, 100 reactions"	"100 reactions"	"EA"	"292.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6701"	"Genomic DNA Purification Kits"	"41-10-55-04"	"00111"	"41105504"
"DC6740"	"DC6740 Tissue and Hair Extraction Kit (for use with DNA IQ), 100 reactions"	"100 reactions"	"EA"	"213.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6740"	"DNA Template Preparation for PCR"	"41-10-63-00"	"00111"	"41105504"
"G7591"	"G7591 TGF beta 1 Emax ImmunoAssay System, 5 x 96 wells"	"5 x 96 wells"	"EA"	"654.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G7591"	"Immunoassay Kits"	"41-11-61-26"	"00278"	"41116126"
"G7611"	"G7611 BDNF Emax ImmunoAssay System, 5 x 96 wells"	"5 x 96 wells"	"EA"	"654.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G7611"	"Immunoassay Kits"	"41-11-61-26"	"00278"	"41116126"
"G7621"	"G7621 GDNF Emax ImmunoAssay System, 5 x 96 wells"	"5 x 96 wells"	"EA"	"654.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G7621"	"Immunoassay Kits"	"41-11-61-26"	"00278"	"41116126"
"G7890"	"G7890 CytoTox-ONE Homogeneous Membrane Integrity Assay, 200-800 assays"	"200-800 assays"	"EA"	"113.16"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G7890"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G7891"	"G7891 CytoTox-ONE Homogeneous Membrane Integrity Assay, 1,000-4,000 assays"	"1,000-4,000 assays"	"EA"	"351.78"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G7891"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"H5383"	"H5383 Guanidine-HCl, Molecular Biology Grade, 500g"	"500g"	"EA"	"136.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"H5383"	"Biochemical Reagents"	"12-35-22-00"	"00025"	"41116134"
"M3001"	"M3001 GoTaq DNA Polymerase, 100u"	"100u"	"EA"	"15.39"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"M3001"	"Thermostable DNA Polymerases"	"12-35-22-04"	"00111"	"41106314"
"M3005"	"M3005 GoTaq DNA Polymerase, 500u"	"500u"	"EA"	"76.44"	""	""	"6"	"76.44"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"M3005"	"Thermostable DNA Polymerases"	"12-35-22-04"	"00111"	"41106314"
"M3008"	"M3008 GoTaq DNA Polymerase, 2,500u"	"2,500u"	"EA"	"350.92"	""	""	"7"	"350.92"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"M3008"	"Thermostable DNA Polymerases"	"12-35-22-04"	"00111"	"41106314"
"R7061"	"R7061 NciI, 1,000u"	"1,000u"	"EA"	"49.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R7061"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
"V1231"	"V1231 Microtubes, 1.5ml, 1,000/bag"	"1,000/bag"	"EA"	"64.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V1231"	"Microcentrifuge Tubes"	"41-12-17-02"	"00111"	"41121702"
"V6711"	"V6711 Kinase-Glo Luminescent Kinase Assay, 10ml"	"10ml"	"EA"	"79.54"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V6711"	"Protein Kinase Assays"	"41-11-61-33"	"00111"	"41116133"
"V6712"	"V6712 Kinase-Glo Luminescent Kinase Assay, 10 x 10ml"	"10 x 10ml"	"EA"	"366.54"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V6712"	"Protein Kinase Assays"	"41-11-61-33"	"00111"	"41116133"
"V6713"	"V6713 Kinase-Glo Luminescent Kinase Assay, 100ml"	"100ml"	"EA"	"309.14"	""	""	"1"	"309.14"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V6713"	"Protein Kinase Assays"	"41-11-61-33"	"00111"	"41116133"
"V6714"	"V6714 Kinase-Glo Luminescent Kinase Assay, 10 x 100ml"	"10 x 100ml"	"EA"	"2375.54"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V6714"	"Protein Kinase Assays"	"41-11-61-33"	"00111"	"41116133"
"A2191"	"A2191 Endotoxin Removal Resin, 100ml"	"100ml"	"EA"	"485.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A2191"	"Plasmid Purification Kits"	"41-10-55-12"	"00111"	"41105507"
"A2221"	"A2221 4/40 Wash Solution, 115ml"	"115ml"	"EA"	"158.90"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A2221"	"Plasmid Purification Kits"	"41-10-55-12"	"00111"	"41105512"
"A2380"	"A2380 Wizard MagneSil Tfx System, 4 x 96 preps"	"4 x 96 preps"	"EA"	"438.90"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A2380"	"Plasmid Purification Kits"	"41-10-55-12"	"00111"	"41105512"
"DC6591"	"DC6591 PowerPlex 16 Monoplex System, Penta E (Fluorescein), 100 reactions"	"100 reactions"	"EA"	"733.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6591"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC6621"	"DC6621 PowerPlex 16 Monoplex System D7S820 (JOE), 100 reactions"	"100 reactions"	"EA"	"369.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6621"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC6651"	"DC6651 PowerPlex 16 Monoplex System, Penta D (JOE), 100 reactions"	"100 reactions"	"EA"	"733.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6651"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"DC6751"	"DC6751 PowerPlex ES Monoplex System, SE33 (JOE), 100 reactions"	"100 reactions"	"EA"	"686.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6751"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106103"
"G8080"	"G8080 CellTiter-Blue Cell Viability Assay, 20ml"	"20ml"	"EA"	"95.12"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8080"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G8081"	"G8081 CellTiter-Blue Cell Viability Assay, 100ml"	"100ml"	"EA"	"264.04"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8081"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"M7911"	"M7911 5X Green GoTaq Reaction Buffer, 20ml"	"20ml"	"EA"	"24.50"	""	""	"2"	"24.50"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"M7911"	"Thermostable DNA Polymerases"	"12-35-22-04"	"00111"	"41106306"
"M7921"	"M7921 5X Colorless GoTaq Reaction Buffer, 20ml"	"20ml"	"EA"	"24.50"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"M7921"	"Thermostable DNA Polymerases"	"12-35-22-04"	"00111"	"41106306"
"MD1360"	"MD1360 MagneSil Blood Genomic, Max Yield System, 1 x 96 preps"	"1 x 96 preps"	"EA"	"241.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"MD1360"	"Genomic DNA Purification Kits"	"41-10-55-04"	"00111"	"41105504"
"MD1370"	"MD1370 MagneSil ONE, Fixed Yield Blood Genomic System, 1 x 96 preps"	"1 x 96 preps"	"EA"	"282.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"MD1370"	"Genomic DNA Purification Kits"	"41-10-55-04"	"00111"	"41105504"
"MD1392"	"MD1392 Lysis Buffer, Blood, 160ml"	"160ml"	"EA"	"94.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"MD1392"	"Genomic DNA Purification Kit Components"	"41-10-55-04"	"00111"	"41105504"
"MD1401"	"MD1401 Salt Wash, Blood, 90ml"	"90ml"	"EA"	"83.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"MD1401"	"Genomic DNA Purification Kit Components"	"41-10-55-04"	"00111"	"41105504"
"MD1411"	"MD1411 Alcohol Wash, Blood, 70ml"	"70ml"	"EA"	"14.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"MD1411"	"Genomic DNA Purification Kit Components"	"41-10-55-04"	"00111"	"41105504"
"MD1412"	"MD1412 Alcohol Wash, Blood, 120ml"	"120ml"	"EA"	"32.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"MD1412"	"Genomic DNA Purification Kit Components"	"41-10-55-04"	"00111"	"41105504"
"MD1421"	"MD1421 Elution Buffer, Blood, 45ml"	"45ml"	"EA"	"10.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"MD1421"	"Genomic DNA Purification Kit Components"	"41-10-55-04"	"00111"	"41105504"
"MD1431"	"MD1431 Anti-Foam Reagent, 300microl"	"300microl"	"EA"	"12.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"MD1431"	"Genomic DNA Purification Kit Components"	"41-10-55-04"	"00111"	"41105504"
"MD1441"	"MD1441 MagneSil Paramagnetic Particles, 25ml"	"25ml"	"EA"	"166.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"MD1441"	"Genomic DNA Purification Kit Components"	"41-10-55-04"	"00111"	"41105507"
"MD1451"	"MD1451 MagneSil PMPs-Fixed Yield, 25ml"	"25ml"	"EA"	"197.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"MD1451"	"Genomic DNA Purification Kit Components"	"41-10-55-04"	"00111"	"41105507"
"V1240"	"V1240 ProFluor PKA Assay, 4 plate"	"4 plate"	"EA"	"659.28"	""	""	"1"	"642.88"	"16.40"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V1240"	"Protein Kinase Assays"	"41-11-61-33"	"00111"	"41116133"
"V3031"	"V3031 Deep Well MagnaBot 96 Magnetic Separation Device, 1 each"	"1 each"	"EA"	"879.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V3031"	"Automated Nucleic Acid Purification System Accessories"	"41-10-55-00"	"00111"	"41121501"
"V5280"	"V5280 Trypsin Gold, Mass Spectrometry Grade, 100microg"	"100microg"	"EA"	"86.40"	""	""	"2"	"86.40"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V5280"	"Biochemical Reagents"	"12-35-22-00"	"00025"	"41116134"
"V8500"	"V8500 MagneHis Protein Purification System, 65 reactions"	"65 reactions"	"EA"	"226.32"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V8500"	"Protein Purification Kits"	"41-10-65-10"	"00111"	"41106511"
"V8550"	"V8550 MagneHis Protein Purification System, 325 reactions"	"325 reactions"	"EA"	"574.82"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V8550"	"Protein Purification Kits"	"41-10-65-10"	"00111"	"41106511"
"V8560"	"V8560 MagneHis Ni-Particles, 2ml"	"2ml"	"EA"	"138.58"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V8560"	"Protein Purification Kit Components"	"41-10-65-10"	"00111"	"41106511"
"V8565"	"V8565 MagneHis Ni-Particles, 10ml"	"10ml"	"EA"	"402.62"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V8565"	"Protein Purification Kit Components"	"41-10-65-10"	"00111"	"41106511"
"V8581"	"V8581 MagnaBot Spacer 1/8 inch, 1 each"	"1 each"	"EA"	"23.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V8581"	"Automated Nucleic Acid Purification System Accessories"	"41-10-55-00"	"00111"	"41121501"
"V8681"	"V8681 MagnaBot Spacer 1/16 inch, 1 each"	"1 each"	"EA"	"23.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V8681"	"Automated Nucleic Acid Purification System Accessories"	"41-10-55-00"	"00111"	"41121501"
"Z3271"	"Z3271 Heat Transfer Block, 1 each"	"1 each"	"EA"	"82.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"Z3271"	"Automated Nucleic Acid Purification System Accessories"	"41-10-55-00"	"00111"	"41121501"
"Z3301"	"Z3301 1/4 inch Foam Spacer, 1 each"	"1 each"	"EA"	"24.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"Z3301"	"Automated Nucleic Acid Purification System Accessories"	"41-10-55-00"	"00111"	"41105505"
"V8241"	"V8241 MagnaBot 384 Magnetic Separation Device, 1 each"	"1 each"	"EA"	"1939.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V8241"	"Automated Nucleic Acid Purification System Accessories"	"41-10-55-00"	"00111"	"41105505"
"V5311"	"V5311 384-Well Plate, Conical, 10/pk"	"10/pk"	"EA"	"35.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V5311"	"Automated Nucleic Acid Purification System Accessories"	"41-10-55-00"	"00111"	"41113036"
"V5291"	"V5291 384-Well Plate, Flat, 10/pk"	"10/pk"	"EA"	"46.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V5291"	"Automated Nucleic Acid Purification System Accessories"	"41-10-55-00"	"00111"	"41113036"
"P1700"	"P1700 T7 RiboMAX Express RNAi System, 50 x 20microl reactions"	"50 x 20µl reactions"	"EA"	"396.88"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"P1700"	"Transcription Kits"	"41-10-58-03"	"00111"	"41105803"
"N2615"	"N2615 RNasin Plus RNase Inhibitor, 10,000u"	"10,000u"	"EA"	"244.50"	""	""	"1"	"244.50"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N2615"	"Ribonuclease Inhibitors"	"12-35-22-00"	"00111"	"41116134"
"N2611"	"N2611 RNasin Plus RNase Inhibitor, 2,500u"	"2,500u"	"EA"	"96.75"	""	""	"5"	"96.75"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"N2611"	"Ribonuclease Inhibitors"	"12-35-22-00"	"00111"	"41116134"
"MD1490"	"MD1490 MagneSil Genomic, Fixed Tissue System, 100 samples"	"100 samples"	"EA"	"268.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"MD1490"	"Genomic DNA Purification Kits"	"41-10-55-04"	"00111"	"41105504"
"G8082"	"G8082 CellTiter-Blue Cell Viability Assay, 10 x 100ml"	"10 x 100ml"	"EA"	"2273.86"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8082"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"E6421"	"E6421 Monster Green Fluorescent Protein phMGFP Vector, 20microg"	"20microg"	"EA"	"501.02"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E6421"	"Luciferase Reporter Vectors"	"41-10-66-00"	"00111"	"41106607"
"E4780"	"E4780 Beta-Glo Assay System, 10 x 100ml"	"10 x 100ml"	"EA"	"3889.26"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E4780"	"Luciferase Reporter Detection Kits"	"41-10-65-13"	"00111"	"41106513"
"E4740"	"E4740 Beta-Glo Assay System, 100ml"	"100ml"	"EA"	"617.46"	""	""	"2"	"617.46"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E4740"	"Luciferase Reporter Detection Kits"	"41-10-65-13"	"00111"	"41106513"
